TIF Number,TIF District,Report Year,Vendor Name,Vendor Service,Payment
T-063,Canal/Congress,2018,Sumit Construction Co. Inc.,Public Improvement,13461.35
T-104,River West,2018,Acura Inc.,Public Improvement,13360.12
T-116,Lawrence/Pulaski,2017,Chicago Department of Transportation,Public Improvement,13340.89
T-067,Archer Courts,2017,MSC Industrial Supply,Public Improvement,13244
T-103,Lake Calumet Area Industrial,2017,Collins Engineering,Public Improvement,13181.37
T-176,107th/Halsted,2018,Electrical Resource Management,Public Improvement,13123.95
T-072,24th/Michigan,2018,Knight E/A Inc.,Public Improvement,13121.41
T-054,Stony Island Commercial/Burnside Industrial,2018,Chicago Department of Transportation,Public Improvement,12994.35
T-001,35th/Halsted,2018,Leopardo Companies Inc.,Public Improvement,12921.87
T-114,119th/Halsted,2018,CNECT LLC,Public Improvement,12781.99
T-114,119th/Halsted,2018,Electrical Resource Management,Public Improvement,12748.98
T-116,Lawrence/Pulaski,2017,AECOM Technical Service,Public Improvement,12666.39
T-121,47th/Halsted,2017,Ardmore Associates,Public Improvement,12564.67
T-118,47th/King Drive,2017,Latent Design Corp.,Public Improvement,12429.46
T-089,Midway Industrial Corridor,2018,City Utility Equipment,Public Improvement,12365.72
T-023,Goose Island,2017,Chicago Department of Transportation,Public Improvement,12365
T-060,71st/Stony Island,2017,Chicago Department of Transportation,Public Improvement,12173.18
T-115,Chicago/Central Park,2017,Transystems Corp,Public Improvement,12156
T-057,Jefferson Park,2018,Singh & Associates,Public Improvement,12073
T-083,West Irving Park,2017,G & V Construction,Public Improvement,12058.12
T-088,Lawrence/Kedzie,2018,CNECT LLC,Public Improvement,12000
T-106,Englewood Neighborhood,2018,Gordian Group,Public Improvement,11979.08
T-034,North Branch South,2018,DLZ Illinois,Public Improvement,11918.64
T-109,Lawrence/Broadway,2017,Sumit Construction,Public Improvement,11909.69
T-095,Midwest,2018,Spaan Tech,Public Improvement,11877.46
T-052,Kinzie Industrial Corridor,2018,Chicago United Industries,Public Improvement,11833.36
T-001,35th/Halsted,2018,Transystems Corp.,Public Improvement,11783.78
T-067,Archer Courts,2017,Graybar Electric,Public Improvement,11595.92
T-073,111th/Kedzie,2017,Chicago Department of Transportation,Public Improvement,11565.8
T-066,Greater Southwest Industrial (East),2017,HNTB Corp.,Public Improvement,11427
T-038,Roosevelt/Cicero Industrial Corridor,2018,Stanley Consultants,Public Improvement,11400
T-094,Chicago/Kingsbury,2018,Leopardo Companies,Public Improvement,11381.72
T-084,Western Avenue North,2017,Civiltech,Public Improvement,11343.47
T-085,Western Avenue South,2017,Civiltech Engineering,Public Improvement,11343.47
T-150,Addison South,2017,Illinois Central Sweeping,Public Improvement,11243
T-033,North Branch North,2018,Chicago Department of Water Management,Public Improvement,11200
T-121,47th/Halsted,2018,Arcadis US Inc.,Public Improvement,11079.6
T-075,Madison/Austin Corridor,2017,Gordian Group,Public Improvement,11078.6
T-097,51st/Archer,2017,Chicago Department of Transportation,Public Improvement,11056.55
T-106,Englewood Neighborhood,2018,Transysytems Corp.,Public Improvement,11000
T-056,79th Street Corridor,2018,WRD Environmental Inc,Public Improvement,10997.16
T-048,Western/Ogden,2017,Kenny Construction,Public Improvement,10962.77
T-118,47th/King Drive,2018,Seven-D Construction,Public Improvement,10870.88
T-052,Kinzie Industrial Corridor,2017,Milhouse Engineering & Co.,Public Improvement,10856.82
T-036,Read/Dunning,2018,Industrial Fence,Public Improvement,10834.82
T-110,Wilson Yard,2017,Chicago Department of Transportation,Public Improvement,10830.69
T-054,Stony Island Commercial/Burnside Industrial,2018,Trice Construction,Public Improvement,10559
T-030,Near North,2018,Terracon Consulting,Public Improvement,10508.25
T-084,Western Avenue North,2018,Gordian Group,Public Improvement,10494.32
T-179,Diversey/Chicago River,2018,Gordian Group,Public Improvement,10434.45
T-156,Austin Commercial,2017,Seven-D Construction,Public Improvement,10425.59
T-118,47th/King Drive,2017,John Burns Construction,Public Improvement,10421.23
T-121,47th/Halsted,2017,Ciorba Group,Public Improvement,10400
T-066,Greater Southwest Industrial (East),2017,Elgin Sweeping,Public Improvement,10387.89
T-037,River South,2018,DLZ Illinois,Public Improvement,10364.03
T-121,47th/Halsted,2018,Gordian Group,Public Improvement,10197.54
T-033,North Branch North,2017,Graybar Electric Co.,Public Improvement,10193.55
T-125,119th/I-57,2018,Chicago Department of Transportation,Public Improvement,10042.5
T-061,Bronzeville,2017,Bigane Paving,Public Improvement,10000
T-072,24th/Michigan,2017,Ciorba Group,Public Improvement,10000
T-147,LaSalle Central,2017,Allied Waste,Public Improvement,10000
T-079,35th/Wallace,2018,Sumit Construction Co. Inc.,Public Improvements,115676
T-079,35th/Wallace,2018,CNECT LLC,Public Improvements,40000
T-106,Englewood Neighborhood,2018,Neighborhood Housing Service Chicago,Rehabilitation Pogram,323398.4
T-052,Kinzie Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,722863.75
T-069,Pulaski Industrial Corridor,2018,Community Investment Corp,Rehabilitation Program,500000
T-087,Fullerton/Milwaukee,2017,"SomerCor 504, Inc.",Rehabilitation Program,475890.08
T-064,Northwest Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,461396
T-001,35th/Halsted,2017,"SomerCor 504, LLC",Rehabilitation Program,426473.44
T-117,47th/Ashland,2017,"SomerCor 504, Inc.",Rehabilitation Program,406486.06
T-052,Kinzie Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,401746.28
T-108,Humboldt Park Commercial,2018,"SomerCor 504, Inc.",Rehabilitation Program,398662.78
T-058,Portage Park,2018,"SomerCor 504, Inc",Rehabilitation Program,387662.6
T-084,Western Avenue North,2017,"SomerCor 504, Inc.",Rehabilitation Program,379333.53
T-064,Northwest Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,375466.17
T-083,West Irving Park,2017,"SomerCor 504, Inc.",Rehabilitation Program,372065.22
T-069,Pulaski Industrial Corridor,2018,"SomerCor 504, Inc",Rehabilitation Program,340706.18
T-053,Pilsen Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,320686.45
T-081,Belmont/Central,2018,"SomerCor 504, Inc.",Rehabilitation Program,298332.15
T-095,Midwest,2017,Neighborhood Housing Service Chicago,Rehabilitation Program,293018.68
T-087,Fullerton/Milwaukee,2018,"SomerCor 504, Inc.",Rehabilitation Program,291041.38
T-099,Archer/Central,2017,"SomerCor 504, Inc.",Rehabilitation Program,283648.31
T-151,Armitage/Pulaski,2018,SomerCor 504 Inc.,Rehabilitation Program,274238.26
T-089,Midway Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,250879.2
T-118,47th/King Drive,2017,"SomerCor 504, Inc.",Rehabilitation Program,250250
T-117,47th/Ashland,2018,"SomerCor 504, Inc.",Rehabilitation Program,244878.44
T-058,Portage Park,2017,"SomerCor 504, Inc",Rehabilitation Program,238602
T-139,Ravenswood Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,228466.09
T-125,119th/I-57,2018,Neighborhood Housing Service Chicago,Rehabilitation Program,214776.88
T-156,Austin Commercial,2018,"SomerCor 504, Inc.",Rehabilitation Program,195981.55
T-161,Ogden/Pulaski,2017,"SomerCor 504, Inc.",Rehabilitation Program,188090
T-093,South Chicago,2018,"SomerCor 504, Inc.",Rehabilitation Program,186709.28
T-139,Ravenswood Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,178652.23
T-125,119th/I-57,2017,Neighborhood Housing Service Chicago,Rehabilitation Program,176686
T-095,Midwest,2017,"SomerCor 504, Inc.",Rehabilitation Program,176604.56
T-167,Avondale,2017,"SomerCor 504, Inc.",Rehabilitation Program,172874.44
T-085,Western Avenue South,2017,"SomerCor 504, Inc.",Rehabilitation Program,171801.09
T-121,47th/Halsted,2017,"SomerCor 504, Inc.",Rehabilitation Program,166302.53
T-150,Addison South,2017,SomerCor 504 Inc.,Rehabilitation Program,163552.39
T-112,79th/Southwest Highway,2018,"SomerCor 504, Inc.",Rehabilitation Program,162226.34
T-013,Bryn Mawr/Broadway,2018,"SomerCor 504, Inc.",Rehabilitation Program,160875
T-116,Lawrence/Pulaski,2018,"SomerCor 504, Inc.",Rehabilitation Program,160875
T-152,Little Village Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,160875
T-110,Wilson Yard,2017,"SomerCor 504, Inc.",Rehabilitation Program,158164.27
T-089,Midway Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,151919.63
T-171,West Woodlawn,2017,"SomerCor 504, Inc.",Rehabilitation Program,147253.58
T-095,Midwest,2018,"SomerCor 504, Inc.",Rehabilitation Program,146615.7
T-043,Stockyards Annex,2018,"SomerCor 504, Inc.",Rehabilitation Program,144279.47
T-074,Clark/Ridge,2017,"SomerCor 504, Inc.",Rehabilitation Program,134062.5
T-081,Belmont/Central,2017,"SomerCor 504, Inc.",Rehabilitation Program,129413.76
T-085,Western Avenue South,2018,"SomerCor 504, Inc.",Rehabilitation Program,128676.45
T-157,Hollywood/Sheridan,2017,"SomerCor 504, Inc.",Rehabilitation Program,122209.23
T-127,87th/Cottage Grove,2018,"SomerCor 504, Inc.",Rehabilitation Program,120493.2
T-156,Austin Commercial,2017,"SomerCor 504, Inc.",Rehabilitation Program,116797.18
T-083,West Irving Park,2018,"SomerCor 504, Inc.",Rehabilitation Program,114432.47
T-167,Avondale,2018,"SomerCor 504, Inc.",Rehabilitation Program,113604
T-038,Roosevelt/Cicero Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,109903.45
T-163,Archer/Western,2018,SomerCor 504 Inc.,Rehabilitation Program,107250
T-057,Jefferson Park,2017,"SomerCor 504, Inc.",Rehabilitation Program,106615.15
T-056,79th Street Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,101032.43
T-053,Pilsen Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,99099
T-054,Stony Island Commercial/Burnside Industrial,2017,"SomerCor 504, Inc.",Rehabilitation Program,98938.13
T-088,Lawrence/Kedzie,2017,"SomerCor 504, Inc.",Rehabilitation Program,96847.82
T-114,119th/Halsted,2017,Neighborhood Housing Service Chicago,Rehabilitation Program,94961.25
T-136,47th/State,2018,"SomerCor 504, Inc.",Rehabilitation Program,89317.8
T-123,Avalon Park/South Shore,2018,"SomerCor 504, Inc.",Rehabilitation Program,87389.84
T-174,67th/Wentworth,2018,"SomerCor 504, Inc.",Rehabilitation Program,84634.98
T-178,Washington Park,2018,"SomerCor 504, Inc.",Rehabilitation Program,84579.23
T-034,North Branch South,2017,"SomerCor 504, Inc.",Rehabilitation Program,78282.5
T-066,Greater Southwest Industrial (East),2018,"SomerCor 504, Inc.",Rehabilitation Program,72960.45
T-075,Madison/Austin Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,72505.74
T-125,119th/I-57,2018,"SomerCor 504, Inc.",Rehabilitation Program,70221.94
T-082,Belmont/Cicero,2017,"SomerCor 504, Inc.",Rehabilitation Program,68035.63
T-112,79th/Southwest Highway,2017,"SomerCor 504, Inc.",Rehabilitation Program,66841.05
T-056,79th Street Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,64658.7
T-157,Hollywood/Sheridan,2018,"SomerCor 504, Inc.",Rehabilitation Program,58156.85
T-074,Clark/Ridge,2018,"SomerCor 504, Inc.",Rehabilitation Program,57508.86
T-161,Ogden/Pulaski,2018,"SomerCor 504, Inc.",Rehabilitation Program,57312.03
T-121,47th/Halsted,2017,Neighborhood Housing Service Chicago,Rehabilitation Program,56603
T-084,Western Avenue North,2018,"SomerCor 504, Inc.",Rehabilitation Program,56547.56
T-092,Greater Southwest Industrial (West),2018,"SomerCor 504, Inc.",Rehabilitation Program,54281.91
T-086,Central West,2018,"SomerCor 504, Inc.",Rehabilitation Program,53625
T-110,Wilson Yard,2018,"SomerCor 504, Inc.",Rehabilitation Program,51828.56
T-109,Lawrence/Broadway,2018,"SomerCor 504, Inc.",Rehabilitation Program,50943.75
T-086,Central West,2017,Neigborhood Housing Services Chicago Inc.,Rehabilitation Program,48875
T-027,Irving/Cicero,2017,"SomerCor 504, Inc.",Rehabilitation Program,47152.46
T-054,Stony Island Commercial/Burnside Industrial,2018,"SomerCor 504, Inc.",Rehabilitation Program,45695.79
T-098,63rd/Pulaski,2017,"SomerCor 504, Inc.",Rehabilitation Program,45191.13
T-109,Lawrence/Broadway,2017,"SomerCor 504, Inc.",Rehabilitation Program,40126.25
T-171,West Woodlawn,2017,Neighborhood Housing Service Chicago Inc.,Rehabilitation Program,40077
T-071,Galewood/Armitage Industrial,2017,"SomerCor 504, Inc.",Rehabilitation Program,33783.75
T-116,Lawrence/Pulaski,2017,"SomerCor 504, Inc.",Rehabilitation Program,30571.62
T-057,Jefferson Park,2018,"SomerCor 504, Inc.",Rehabilitation Program,28437.87
T-114,119th/Halsted,2018,Neighborhood Housing Service Chicago,Rehabilitation Program,27002
T-176,107th/Halsted,2018,"SomerCor 504, Inc.",Rehabilitation Program,26343.28
T-143,63rd/Ashland,2018,"SomerCor 504, Inc.",Rehabilitation Program,22120.31
T-029,Michigan/Cermak,2018,"SomerCor 504, Inc.",Rehabilitation Program,21986.25
T-104,River West,2017,"SomerCor 504, Inc.",Rehabilitation Program,21289.13
T-043,Stockyards Annex,2017,"SomerCor 504, Inc.",Rehabilitation Program,19251.38
T-121,47th/Halsted,2018,"SomerCor 504, Inc.",Rehabilitation Program,18420.19
T-071,Galewood/Armitage Industrial,2018,"SomerCor 504, Inc.",Rehabilitation Program,15366.24
T-066,Greater Southwest Industrial (East),2017,"SomerCor 504, Inc.",Rehabilitation Program,13782.16
T-171,West Woodlawn,2018,"SomerCor 504, Inc.",Rehabilitation Program,13658.29
T-038,Roosevelt/Cicero Industrial Corridor,2018,"SomerCor 504, Inc.",Rehabilitation Program,13347.8
T-127,87th/Cottage Grove,2017,"SomerCor 504, Inc.",Rehabilitation Program,11261.25
T-001,35th/Halsted,2018,"SomerCor 504, LLC",Rehabilitation Program,10273.55
T-153,Elston/Armstrong Industrial Corridor,2017,"SomerCor 504, Inc.",Rehabilitation Program,10129.41
T-143,63rd/Ashland,2018,Neighborhood Housing Service Chicago,Rehabilitation Prorgam,357506.25
T-038,Roosevelt/Cicero Industrial Corridor,2017,Continental Studios,Remediation,93630
T-038,Roosevelt/Cicero Industrial Corridor,2018,Continental Studios,Remediation,47459.6
T-038,Roosevelt/Cicero Industrial Corridor,2018,SKW Industries,Remediation,30240
T-103,Lake Calumet Area Industrial,2017,Environmental Design,Remediation,11765.7
T-038,Roosevelt/Cicero Industrial Corridor,2017,Environmental Design International,Remediation,10735.13
